Object ID,Class,Track History
27,1,"[(1, 355.4719543457031, 155.61715698242188), (1, 511.60736083984375, 157.8495330810547), (1, 640.4176025390625, 158.38543701171875), (1, 799.7166748046875, 149.86705017089844), (1, 859.9577026367188, 147.1678466796875), (1, 925.8929443359375, 149.85499572753906), (1, 982.2977905273438, 148.6160888671875), (1, 1016.1082763671875, 149.33641052246094), (1, 1033.7337646484375, 152.3843994140625), (1, 1087.0601806640625, 150.89126586914062), (1, 1119.2823486328125, 147.12588500976562), (1, 1107.4000244140625, 149.09442138671875), (1, 1184.5634765625, 151.2080078125), (1, 1183.5189208984375, 150.46595764160156), (1, 1183.0458984375, 151.2398681640625), (1, 1221.274658203125, 150.3580322265625), (1, 1295.8818359375, 152.84730529785156), (1, 1348.9515380859375, 154.5354461669922), (1, 1374.2032470703125, 156.0629119873047), (1, 1408.191650390625, 158.23245239257812), (1, 1426.646484375, 158.2614288330078), (1, 1456.78076171875, 162.69395446777344), (1, 1479.639404296875, 162.5256805419922), (1, 1493.60791015625, 166.2296600341797), (1, 1513.2308349609375, 165.84344482421875), (1, 1508.584228515625, 173.23095703125), (1, 1508.5050048828125, 175.95423889160156), (1, 1530.2498779296875, 180.3579559326172), (1, 1548.156982421875, 184.1271514892578)]"
28,2,"[(2, 1115.830078125, 309.4552307128906), (2, 1359.562255859375, 316.32867431640625), (2, 1480.2650146484375, 316.33270263671875), (2, 1567.6240234375, 322.2149658203125), (2, 1621.9932861328125, 326.22442626953125), (2, 1671.251220703125, 328.69427490234375), (2, 1718.075439453125, 336.4698486328125), (2, 1761.2408447265625, 342.36175537109375), (2, 1786.8038330078125, 344.67877197265625), (2, 1803.0654296875, 352.91644287109375), (2, 1808.9366455078125, 357.8416748046875), (2, 1830.103759765625, 347.01190185546875), (2, 1848.3232421875, 349.4549560546875)]"
30,3,"[(3, 680.94287109375, 197.0224151611328), (3, 820.110107421875, 199.00595092773438), (3, 999.3665771484375, 195.6320343017578), (3, 1155.01025390625, 199.04830932617188), (1, 1200.16943359375, 184.33409118652344), (3, 1353.2659912109375, 190.93304443359375), (3, 1384.521240234375, 191.73536682128906), (3, 1409.4415283203125, 194.36166381835938), (3, 1432.7987060546875, 194.65634155273438), (3, 1453.977783203125, 197.5994873046875), (3, 1477.8634033203125, 197.94082641601562), (3, 1510.2470703125, 201.01890563964844), (3, 1553.701904296875, 202.08009338378906), (1, 1574.508544921875, 205.25540161132812), (1, 1595.892578125, 210.56451416015625), (1, 1602.15234375, 208.16265869140625), (1, 1620.0791015625, 196.7796173095703), (1, 1621.50341796875, 206.2214813232422), (1, 1627.2763671875, 210.13780212402344), (1, 1636.775634765625, 216.4340362548828), (1, 1652.9638671875, 212.46434020996094), (1, 1658.5230712890625, 218.74725341796875), (1, 1677.1060791015625, 205.77267456054688), (1, 1687.647705078125, 200.38519287109375), (1, 1699.2330322265625, 199.10848999023438), (1, 1712.1968994140625, 196.4380645751953), (1, 1720.368896484375, 196.81442260742188), (1, 1729.4263916015625, 199.02313232421875), (1, 1739.083251953125, 199.54330444335938), (1, 1746.23828125, 204.54800415039062), (1, 1752.961181640625, 209.41793823242188), (1, 1756.6552734375, 216.73934936523438), (1, 1764.483154296875, 223.06439208984375), (1, 1765.11328125, 239.91482543945312), (1, 1769.81884765625, 250.8243408203125), (1, 1778.4412841796875, 252.0162353515625), (1, 1790.90625, 247.4354248046875), (1, 1801.840087890625, 246.72520446777344), (1, 1810.761962890625, 245.29629516601562)]"
36,6,"[(6, 242.8189239501953, 278.79315185546875), (6, 487.4739990234375, 263.2255554199219), (6, 589.6693725585938, 274.2547607421875), (6, 663.0421142578125, 283.6270751953125), (6, 732.9156494140625, 283.73101806640625), (6, 786.28271484375, 281.27630615234375), (6, 877.0142822265625, 284.5412902832031), (6, 946.8472900390625, 256.5890197753906), (6, 1019.8070068359375, 258.1868591308594), (6, 1086.72802734375, 262.96502685546875), (6, 1157.90478515625, 279.13592529296875), (6, 1226.979736328125, 285.77545166015625), (6, 1291.360107421875, 291.27337646484375), (6, 1356.70849609375, 295.4139404296875)]"
37,1,"[(1, 1429.9439697265625, 192.60858154296875), (1, 1527.67724609375, 201.060546875), (3, 1550.5595703125, 205.50588989257812), (3, 1597.454345703125, 214.017822265625), (3, 1632.155517578125, 243.00167846679688)]"
40,2,"[(2, 132.42486572265625, 352.71685791015625), (2, 347.5545654296875, 340.62530517578125), (2, 642.3675537109375, 326.73443603515625), (2, 807.352294921875, 324.8380126953125), (2, 887.1737060546875, 319.27398681640625), (2, 972.153076171875, 320.2503662109375), (2, 1053.3287353515625, 322.1465148925781), (2, 1129.9052734375, 320.2660827636719), (2, 1204.827392578125, 320.1256103515625), (2, 1243.81640625, 321.0672302246094), (2, 1279.4710693359375, 321.4170227050781), (2, 1313.373046875, 319.61541748046875), (2, 1346.9725341796875, 320.0240783691406), (2, 1381.8145751953125, 321.8544616699219), (2, 1414.401123046875, 324.30413818359375), (2, 1447.132568359375, 326.3525390625), (2, 1475.747802734375, 328.6067199707031), (2, 1508.071533203125, 326.9768371582031), (2, 1536.265869140625, 325.1828918457031), (2, 1564.99072265625, 325.9756774902344), (2, 1594.2216796875, 327.7425537109375), (2, 1619.7718505859375, 329.41253662109375), (2, 1643.53857421875, 332.8631286621094), (2, 1670.071044921875, 332.9682312011719), (2, 1692.595947265625, 337.61419677734375), (2, 1714.443603515625, 338.8548278808594), (2, 1734.7607421875, 341.55023193359375), (2, 1749.7822265625, 346.8742980957031), (2, 1761.7294921875, 347.16650390625), (2, 1771.57763671875, 345.6827087402344), (2, 1781.2440185546875, 346.89239501953125), (2, 1786.378173828125, 348.84210205078125), (2, 1792.97216796875, 351.8886413574219), (2, 1802.5555419921875, 351.1282958984375), (2, 1810.24365234375, 353.29327392578125), (2, 1824.031005859375, 351.3700866699219), (2, 1832.0682373046875, 349.82904052734375), (2, 1841.21826171875, 349.9552307128906), (2, 1842.7601318359375, 362.02587890625)]"
42,2,"[(2, 1102.003662109375, 97.53250885009766), (2, 1103.139404296875, 98.32186126708984), (2, 1102.786865234375, 98.19794464111328), (2, 1103.044189453125, 98.62673950195312), (2, 1102.798583984375, 97.93765258789062), (2, 1103.0567626953125, 98.07721710205078), (2, 1103.3798828125, 97.6768798828125), (2, 1103.5791015625, 97.62787628173828), (2, 1103.7410888671875, 97.94515991210938), (2, 1103.83349609375, 98.18561553955078), (2, 1103.8609619140625, 97.96992492675781), (2, 1103.86181640625, 97.91383361816406), (2, 1103.8621826171875, 97.86116027832031), (2, 1103.8194580078125, 97.54434967041016), (2, 1103.8564453125, 97.32442474365234), (2, 1103.970703125, 97.06343841552734), (2, 1104.026123046875, 97.27672576904297), (2, 1103.987060546875, 97.38150024414062), (2, 1103.865478515625, 97.39944458007812), (2, 1103.7552490234375, 97.59756469726562), (2, 1103.7518310546875, 97.67276000976562), (2, 1103.875, 97.9396743774414), (2, 1103.92626953125, 97.91922760009766), (2, 1103.9091796875, 97.98251342773438), (2, 1104.0247802734375, 97.73075866699219), (2, 1104.018798828125, 97.52117919921875), (2, 1103.9976806640625, 97.33186340332031), (2, 1103.95849609375, 97.16470336914062), (2, 1103.97802734375, 97.09951782226562), (2, 1103.9527587890625, 97.02368927001953), (2, 1103.8509521484375, 97.228515625), (2, 1103.74853515625, 97.27196502685547), (2, 1103.8453369140625, 97.02828216552734), (2, 1104.00439453125, 96.78230285644531), (2, 1103.9842529296875, 96.8369140625), (2, 1103.986572265625, 96.88506317138672), (2, 1104.095947265625, 97.0997314453125), (2, 1104.08935546875, 97.11280822753906), (2, 1104.169677734375, 96.97112274169922), (2, 1104.2957763671875, 97.15280151367188), (2, 1104.138671875, 97.23929595947266), (2, 1104.0565185546875, 97.5050277709961), (2, 1103.946044921875, 97.71538543701172), (2, 1103.849609375, 97.7418212890625), (2, 1103.76904296875, 97.59929656982422), (2, 1103.8446044921875, 97.52075958251953), (2, 1103.971923828125, 97.32740783691406), (2, 1104.017333984375, 97.5268783569336), (2, 1104.0526123046875, 97.58979797363281), (2, 1104.1171875, 97.78662872314453), (2, 1104.3546142578125, 97.8332748413086), (2, 1104.5196533203125, 97.60711669921875), (2, 1104.377197265625, 97.72297668457031), (2, 1104.3289794921875, 97.8843994140625), (2, 1104.521728515625, 98.0511474609375), (2, 1104.449951171875, 98.54704284667969), (2, 1104.760498046875, 98.33601379394531), (2, 1104.8125, 98.47611236572266), (2, 1104.889892578125, 98.57234191894531), (2, 1104.970703125, 98.42352294921875), (2, 1104.94775390625, 97.9516830444336), (2, 1104.9454345703125, 97.7743911743164), (2, 1104.9481201171875, 98.10636138916016), (2, 1105.0364990234375, 98.32647705078125), (2, 1105.166259765625, 98.19293212890625), (2, 1105.1396484375, 98.55696105957031), (2, 1105.263916015625, 98.87850189208984), (2, 1105.239990234375, 98.81275177001953), (2, 1105.120849609375, 99.03851318359375), (2, 1104.8961181640625, 98.73514556884766), (2, 1104.8232421875, 98.58351135253906), (2, 1104.711669921875, 98.54197692871094), (2, 1104.5640869140625, 98.61610412597656), (2, 1104.328125, 98.7328872680664), (2, 1104.477783203125, 99.53656005859375), (2, 1104.546875, 99.84535217285156), (2, 1104.5556640625, 99.94642639160156), (2, 1104.56396484375, 99.92915344238281), (2, 1104.5865478515625, 99.94080352783203), (2, 1104.44091796875, 100.22004699707031), (2, 1104.302001953125, 100.30831146240234), (2, 1104.3880615234375, 99.98809051513672), (2, 1104.2813720703125, 99.67878723144531), (2, 1104.292724609375, 99.77409362792969), (2, 1104.2464599609375, 99.96923828125), (2, 1104.289794921875, 100.60363006591797), (2, 1104.41943359375, 101.10747528076172), (2, 1104.52392578125, 101.15636444091797), (2, 1104.5247802734375, 101.26341247558594), (2, 1104.64013671875, 101.54549407958984), (2, 1104.607421875, 101.58755493164062), (2, 1104.54248046875, 101.7197265625), (2, 1104.58056640625, 101.36992645263672), (2, 1104.575439453125, 101.47032928466797), (2, 1104.429931640625, 101.58139038085938), (2, 1104.335693359375, 101.86563873291016), (2, 1104.3052978515625, 101.6458969116211), (2, 1104.1611328125, 101.51102447509766), (2, 1104.00439453125, 101.02583312988281), (2, 1104.079833984375, 100.9712905883789), (2, 1104.1307373046875, 101.08158874511719), (2, 1104.2255859375, 101.23641967773438), (2, 1104.140869140625, 101.27520751953125), (2, 1104.20361328125, 101.38151550292969), (2, 1104.273193359375, 101.31112670898438), (2, 1104.1307373046875, 100.89676666259766), (2, 1104.12109375, 100.87498474121094), (2, 1104.041015625, 100.8930892944336), (2, 1103.927978515625, 100.74630737304688), (2, 1103.8468017578125, 100.72618103027344), (2, 1103.7744140625, 100.69100952148438), (2, 1103.82470703125, 100.74649810791016), (2, 1103.822021484375, 100.5502700805664), (2, 1103.908447265625, 100.53715515136719), (2, 1103.699951171875, 100.01496887207031), (2, 1103.7333984375, 99.84659576416016), (2, 1103.80859375, 99.86520385742188), (2, 1103.6856689453125, 99.89445495605469), (2, 1103.5751953125, 99.71435546875), (2, 1103.532958984375, 99.50855255126953), (2, 1103.5166015625, 98.98202514648438), (2, 1103.453125, 99.48342895507812), (2, 1103.251708984375, 99.36456298828125), (2, 1103.0128173828125, 99.30233001708984), (2, 1102.914306640625, 99.49348449707031), (2, 1102.876220703125, 99.79829406738281), (2, 1102.80419921875, 100.0094985961914), (2, 1102.789794921875, 100.3499755859375), (2, 1102.81103515625, 100.60195922851562), (2, 1102.84130859375, 100.95098876953125), (2, 1102.82666015625, 101.15040588378906), (2, 1102.750732421875, 101.32947540283203), (2, 1102.5390625, 100.8674087524414), (2, 1102.1962890625, 101.76063537597656), (2, 1102.193115234375, 102.34810638427734), (2, 1102.0728759765625, 102.63774108886719), (2, 1102.30322265625, 103.21574401855469), (2, 1102.7774658203125, 102.2418212890625), (2, 1103.2239990234375, 102.57220458984375), (2, 1103.5113525390625, 103.01488494873047), (2, 1104.017822265625, 103.30565643310547), (2, 1104.625244140625, 104.002197265625), (2, 1104.7294921875, 104.60067749023438), (2, 1104.8134765625, 104.48208618164062), (2, 1105.100341796875, 104.41830444335938), (2, 1104.98583984375, 103.97079467773438), (2, 1104.9605712890625, 103.55946350097656), (2, 1104.8623046875, 103.18770599365234), (2, 1104.577392578125, 102.82691955566406), (2, 1104.20703125, 102.0770263671875), (2, 1103.7437744140625, 101.75907135009766), (2, 1103.6488037109375, 101.43966674804688), (2, 1103.3944091796875, 100.7482681274414), (2, 1103.1148681640625, 100.67237091064453), (2, 1102.987548828125, 101.38322448730469), (2, 1102.7705078125, 101.39326477050781), (2, 1102.5823974609375, 101.46631622314453), (2, 1102.64697265625, 101.58690643310547), (2, 1102.570068359375, 101.86937713623047), (2, 1102.48828125, 101.6861343383789), (2, 1102.1768798828125, 101.19547271728516), (2, 1102.1064453125, 101.39224243164062), (2, 1102.2186279296875, 101.91121673583984), (2, 1102.172607421875, 101.92998504638672), (2, 1102.5614013671875, 102.15062713623047), (2, 1102.560546875, 104.73068237304688), (2, 1102.6759033203125, 106.510009765625), (2, 1102.9853515625, 107.04977416992188), (2, 1103.5306396484375, 106.1488265991211), (2, 1103.446044921875, 105.33262634277344), (2, 1103.21923828125, 105.46147918701172), (2, 1102.9857177734375, 107.34941101074219), (2, 1103.228271484375, 107.91361236572266), (2, 1103.979248046875, 106.30952453613281), (2, 1103.771240234375, 105.13107299804688), (2, 1102.5029296875, 104.90555572509766), (2, 1102.0029296875, 104.54048156738281), (2, 1101.494140625, 105.78469848632812), (2, 1101.294677734375, 105.95918273925781), (2, 1100.981689453125, 108.26017761230469), (2, 1099.658935546875, 110.81067657470703), (2, 1098.665283203125, 111.9478530883789), (2, 1096.811279296875, 113.75743103027344), (2, 1096.489501953125, 114.13488006591797), (2, 1095.73828125, 115.11582946777344), (2, 1094.6268310546875, 113.61566162109375), (2, 1094.0888671875, 115.64909362792969), (2, 1093.702392578125, 117.42304992675781), (2, 1093.17041015625, 118.70094299316406), (2, 1091.9600830078125, 122.01863098144531), (2, 1091.0416259765625, 123.52779388427734), (2, 1089.8145751953125, 124.76199340820312), (2, 1088.8681640625, 125.5370101928711), (2, 1086.658203125, 124.29176330566406), (2, 1085.229736328125, 122.75456237792969), (2, 1082.36865234375, 122.984619140625), (2, 1080.4852294921875, 123.93126678466797), (2, 1077.8414306640625, 126.64045715332031), (2, 1076.24169921875, 127.05538177490234), (2, 1074.0228271484375, 127.32604217529297), (2, 1070.686767578125, 126.70365905761719), (2, 1065.42919921875, 130.34384155273438), (2, 1058.387451171875, 134.6341094970703), (2, 1054.9134521484375, 135.48193359375), (2, 1051.800048828125, 134.5075225830078), (2, 1049.1923828125, 136.12876892089844), (2, 1045.62060546875, 136.6156005859375), (2, 1041.648193359375, 138.24081420898438), (2, 1036.6614990234375, 139.7320098876953), (2, 1032.77978515625, 141.35140991210938), (2, 1028.62548828125, 142.623779296875), (2, 1022.37060546875, 143.4102020263672), (2, 1015.3543090820312, 143.2568359375), (2, 1009.13818359375, 145.85377502441406), (2, 1001.7277221679688, 145.90878295898438), (2, 995.4176635742188, 146.76467895507812), (2, 987.7439575195312, 147.1295623779297), (2, 980.6990966796875, 147.40380859375), (2, 972.6094970703125, 151.30612182617188), (2, 964.0210571289062, 151.0619659423828), (2, 955.0558471679688, 149.68923950195312), (2, 945.9204711914062, 154.08856201171875), (2, 938.5299072265625, 156.22964477539062), (2, 929.352783203125, 157.98776245117188), (2, 918.9327392578125, 159.36419677734375), (2, 902.4422607421875, 161.7160186767578), (2, 892.480224609375, 164.00294494628906), (2, 878.275634765625, 165.87228393554688), (2, 866.668212890625, 167.09600830078125), (2, 854.5067138671875, 169.3433837890625), (2, 844.5230712890625, 171.158203125), (2, 828.558837890625, 174.99496459960938), (2, 814.670654296875, 178.58721923828125), (2, 802.6387939453125, 181.03939819335938), (2, 786.6436767578125, 182.08338928222656), (2, 772.781494140625, 182.75137329101562), (2, 756.2266845703125, 185.09222412109375), (2, 735.0731811523438, 186.9996337890625), (2, 720.2479248046875, 189.2425079345703), (2, 705.1370239257812, 192.8231201171875), (2, 680.8345947265625, 195.76234436035156), (2, 667.0213623046875, 196.68898010253906), (2, 653.30126953125, 199.9744415283203), (2, 634.1953125, 203.05967712402344), (2, 612.575927734375, 208.6851043701172), (2, 593.1221313476562, 212.852783203125), (2, 577.5424194335938, 216.4521026611328), (2, 557.7003784179688, 219.5349884033203), (2, 539.0048217773438, 220.85171508789062), (2, 522.0565795898438, 222.74063110351562), (2, 503.362060546875, 227.4790802001953), (2, 483.73529052734375, 231.38656616210938), (2, 461.6919860839844, 235.49783325195312), (2, 438.4214782714844, 239.04998779296875), (2, 416.2179260253906, 242.54893493652344), (2, 396.7593994140625, 246.71009826660156), (2, 373.9544372558594, 251.93353271484375), (2, 352.4411926269531, 260.88592529296875), (2, 328.6205749511719, 266.4646911621094), (2, 307.9587097167969, 269.04437255859375), (2, 288.1723327636719, 274.273193359375), (2, 266.79888916015625, 275.13385009765625), (2, 244.38853454589844, 281.16326904296875), (2, 220.48974609375, 282.0402526855469), (2, 194.9986572265625, 288.86700439453125), (2, 188.1516876220703, 294.9613952636719), (2, 178.6209716796875, 300.13165283203125), (2, 169.0397491455078, 304.6976318359375), (2, 156.63412475585938, 308.39404296875), (2, 144.08233642578125, 307.9599609375), (2, 133.0142822265625, 309.5417785644531), (2, 121.36331176757812, 314.6851806640625), (2, 107.29013061523438, 315.992431640625), (2, 100.09121704101562, 317.03985595703125), (2, 93.27938842773438, 316.48968505859375)]"
43,6,"[(6, 1314.2138671875, 125.55694580078125), (6, 1315.1591796875, 125.2458267211914), (6, 1316.1160888671875, 127.85002136230469), (6, 1316.249755859375, 127.09455871582031), (6, 1316.440185546875, 128.01339721679688), (6, 1315.9749755859375, 128.43739318847656), (6, 1314.4295654296875, 129.04434204101562), (6, 1315.3531494140625, 129.97689819335938), (6, 1316.0279541015625, 131.85992431640625), (6, 1315.59765625, 133.1143798828125), (6, 1316.24658203125, 133.4926300048828), (6, 1316.052978515625, 133.16294860839844), (6, 1315.005859375, 134.15382385253906), (6, 1314.279296875, 134.39256286621094), (6, 1314.117919921875, 134.09805297851562), (6, 1315.6981201171875, 134.5493621826172), (6, 1315.95556640625, 131.88803100585938), (6, 1316.637451171875, 129.8889923095703), (6, 1316.9105224609375, 132.4860076904297), (6, 1317.42724609375, 130.60269165039062), (6, 1317.340576171875, 129.87416076660156), (6, 1316.378173828125, 130.75930786132812), (6, 1316.96923828125, 130.29136657714844), (6, 1316.9405517578125, 132.71603393554688), (6, 1317.69091796875, 132.16983032226562), (6, 1316.9884033203125, 134.2305450439453), (6, 1316.885009765625, 132.44180297851562), (6, 1317.2740478515625, 132.025634765625), (6, 1318.18408203125, 131.7420654296875), (6, 1318.2119140625, 131.96302795410156), (6, 1317.870849609375, 131.51856994628906), (6, 1317.713623046875, 131.23013305664062), (6, 1316.9913330078125, 131.35289001464844), (6, 1317.270263671875, 132.553466796875), (6, 1316.78076171875, 133.02117919921875), (6, 1316.836181640625, 132.6932373046875), (6, 1317.4969482421875, 131.61813354492188), (6, 1318.5633544921875, 129.92111206054688), (6, 1318.8800048828125, 129.61700439453125), (6, 1318.72900390625, 129.54360961914062), (6, 1318.66259765625, 129.71556091308594), (6, 1318.67822265625, 130.5924530029297), (6, 1318.9267578125, 130.5166473388672), (6, 1318.6162109375, 130.5714874267578), (6, 1317.8143310546875, 131.37265014648438), (6, 1317.378662109375, 131.20864868164062), (6, 1317.734619140625, 131.01844787597656), (6, 1317.569580078125, 130.47271728515625), (6, 1317.5869140625, 130.1527557373047), (6, 1317.51953125, 130.14321899414062), (6, 1317.446044921875, 130.78890991210938), (6, 1317.306640625, 129.25625610351562), (6, 1317.874755859375, 128.3462677001953), (6, 1317.876220703125, 129.70840454101562), (6, 1317.626220703125, 130.88861083984375), (6, 1316.418701171875, 131.7908935546875), (6, 1315.90966796875, 131.20672607421875), (6, 1315.8359375, 130.33946228027344), (6, 1316.692138671875, 130.33164978027344), (6, 1316.87353515625, 129.68052673339844), (6, 1316.761962890625, 131.147705078125), (6, 1316.2607421875, 132.95648193359375), (6, 1317.1129150390625, 132.2871551513672), (6, 1317.3353271484375, 131.91574096679688), (6, 1316.435302734375, 129.19630432128906), (6, 1314.912353515625, 127.01881408691406), (6, 1317.791748046875, 130.83705139160156), (6, 1319.7138671875, 132.11500549316406), (6, 1319.5423583984375, 132.49977111816406), (6, 1319.5604248046875, 134.00531005859375)]"
47,6,"[(6, 1592.818115234375, 277.84197998046875)]"
48,6,"[(6, 1443.18115234375, 150.41293334960938), (6, 1444.4495849609375, 152.37757873535156), (6, 1445.974609375, 152.88653564453125), (6, 1446.5745849609375, 153.57626342773438), (6, 1446.09619140625, 153.02667236328125), (6, 1446.77197265625, 153.80902099609375), (6, 1447.295654296875, 154.7484893798828), (6, 1447.421630859375, 154.68145751953125), (6, 1447.12353515625, 154.88742065429688), (6, 1447.1341552734375, 155.22256469726562), (6, 1446.8701171875, 155.2906036376953), (6, 1446.81396484375, 155.1636505126953), (6, 1446.78466796875, 155.2173614501953), (6, 1446.810546875, 155.08926391601562), (6, 1446.9881591796875, 155.28536987304688), (6, 1447.083740234375, 155.2574462890625), (6, 1447.064453125, 155.17689514160156), (6, 1444.188232421875, 155.74424743652344), (6, 1443.7093505859375, 155.76043701171875), (6, 1443.7275390625, 155.74075317382812), (6, 1443.2520751953125, 155.41714477539062), (6, 1442.978271484375, 154.80970764160156), (6, 1442.8502197265625, 154.5482177734375), (6, 1444.0391845703125, 155.4466552734375), (6, 1444.14990234375, 155.43759155273438), (6, 1444.03857421875, 154.78329467773438), (6, 1444.2763671875, 154.06982421875), (6, 1445.4912109375, 154.250732421875), (6, 1445.1416015625, 153.86752319335938), (6, 1445.7821044921875, 154.6304931640625), (6, 1445.450927734375, 154.29513549804688), (6, 1445.7802734375, 154.46261596679688), (6, 1445.958251953125, 154.62155151367188), (6, 1445.4447021484375, 154.40679931640625), (6, 1445.2344970703125, 154.5312042236328), (6, 1445.2420654296875, 154.75112915039062), (6, 1445.1087646484375, 154.82257080078125), (6, 1445.06103515625, 154.77879333496094), (6, 1444.693603515625, 154.6208953857422), (6, 1444.128662109375, 154.90103149414062), (6, 1444.096923828125, 155.19277954101562), (6, 1444.543701171875, 154.99215698242188), (6, 1445.427001953125, 154.76034545898438), (6, 1446.2957763671875, 154.7081298828125), (6, 1446.67626953125, 155.26376342773438), (6, 1446.771728515625, 156.0138702392578), (6, 1446.731689453125, 156.08425903320312), (6, 1446.505615234375, 155.9416961669922), (6, 1446.71533203125, 156.22592163085938), (6, 1446.619873046875, 156.10470581054688), (6, 1446.605224609375, 155.8282012939453), (6, 1446.6632080078125, 155.76939392089844), (6, 1446.783935546875, 155.84275817871094), (6, 1446.77392578125, 155.685302734375), (6, 1447.205810546875, 155.70956420898438), (6, 1447.448974609375, 155.11233520507812), (6, 1446.8525390625, 154.9475860595703), (6, 1446.5775146484375, 154.64486694335938), (6, 1446.9666748046875, 154.693115234375), (6, 1447.150146484375, 153.7419891357422), (6, 1445.6865234375, 152.76473999023438), (6, 1446.50146484375, 153.1003875732422), (6, 1448.264892578125, 152.2239227294922), (6, 1447.85205078125, 151.46665954589844), (6, 1448.364990234375, 150.8748779296875), (6, 1451.0970458984375, 151.10519409179688), (6, 1453.1728515625, 152.10433959960938), (6, 1455.1259765625, 151.84095764160156), (6, 1455.307861328125, 149.26797485351562), (6, 1457.884765625, 151.9573974609375), (6, 1472.984375, 162.7354736328125), (6, 1505.17724609375, 183.80702209472656), (6, 1526.904541015625, 188.89910888671875), (6, 1525.095458984375, 176.83428955078125), (6, 1535.014892578125, 174.9985809326172)]"
50,6,"[(6, 952.7205810546875, 14.243099212646484), (6, 952.0090942382812, 14.290034294128418)]"
54,6,"[(6, 1141.214111328125, 899.518310546875)]"
57,6,"[(6, 1214.04443359375, 132.78643798828125), (6, 1213.627197265625, 132.82537841796875), (6, 1214.481201171875, 135.40554809570312), (6, 1215.409912109375, 136.96156311035156), (6, 1214.3671875, 139.5067596435547), (6, 1211.7099609375, 143.87109375), (6, 1206.6556396484375, 147.33712768554688), (6, 1204.58740234375, 148.61849975585938), (6, 1204.56201171875, 152.17247009277344), (6, 1194.807373046875, 155.23326110839844), (6, 1185.754638671875, 156.53448486328125), (6, 1184.2686767578125, 156.18870544433594), (6, 1178.60791015625, 156.14447021484375), (6, 1175.0408935546875, 157.41436767578125), (6, 1169.125, 164.58950805664062), (6, 1167.094970703125, 163.37905883789062)]"
